Vision	O

Hierarchical	O
Embeddings	O
for	O
Hypernymy	B-RESEARCH_PROBLEM
Detection	I-RESEARCH_PROBLEM
and	I-RESEARCH_PROBLEM
Directionality	E-RESEARCH_PROBLEM

Supervised	O
and	O
unsupervised	O
approaches	O
to	O
measuring	B-RESEARCH_PROBLEM
usage	I-RESEARCH_PROBLEM
similarity	E-RESEARCH_PROBLEM

Effects	O
of	O
Adjective	O
Orientation	O
and	O
Gradability	O
on	O
Sentence	B-RESEARCH_PROBLEM
Subjectivity	E-RESEARCH_PROBLEM

Sense	B-RESEARCH_PROBLEM
Contextualization	E-RESEARCH_PROBLEM
in	O
a	O
Dependency-Based	O
Compositional	O
Distributional	O
Model	O

UPennHLP	O
at	O
WNUT-2020	B-RESEARCH_PROBLEM
Task	I-RESEARCH_PROBLEM
2	E-RESEARCH_PROBLEM
:	O
Transformer	O
models	O
for	O
classification	B-RESEARCH_PROBLEM
of	I-RESEARCH_PROBLEM
COVID19	I-RESEARCH_PROBLEM
posts	E-RESEARCH_PROBLEM
on	O
Twitter	O

ELiRF-UPV	O
at	O
SemEval-2018	B-RESEARCH_PROBLEM
Task	I-RESEARCH_PROBLEM
10:	E-RESEARCH_PROBLEM
Capturing	B-RESEARCH_PROBLEM
Discriminative	I-RESEARCH_PROBLEM
Attributes	E-RESEARCH_PROBLEM
with	O
Knowledge	O
Graphs	O
and	O
Wikipedia	O

Recognizing	B-RESEARCH_PROBLEM
Humour	E-RESEARCH_PROBLEM
using	O
Word	O
Associations	O
and	O
Humour	O
Anchor	O
Extraction	O

Text	B-RESEARCH_PROBLEM
Categorization	E-RESEARCH_PROBLEM
for	O
Conflict	O
Event	O
Annotation	O

Clustering	O
Words	O
by	O
Syntactic	O
Similarity	O
improves	O
Dependency	B-RESEARCH_PROBLEM
Parsing	E-RESEARCH_PROBLEM
of	O
Predicate-argument	O
Structures	O

Semantic	O
Softmax	O
Loss	O
for	O
Zero-Shot	B-RESEARCH_PROBLEM
Learning	E-RESEARCH_PROBLEM

Incremental	O
Processing	O
in	O
the	O
Age	O
of	O
Non-Incremental	O
Encoders:	O
An	O
Empirical	O
Assessment	O
of	O
Bidirectional	O
Models	O
for	O
Incremental	B-RESEARCH_PROBLEM
NLU	E-RESEARCH_PROBLEM

Fine-Grained	B-RESEARCH_PROBLEM
Emotion	I-RESEARCH_PROBLEM
Detection	E-RESEARCH_PROBLEM
in	O
Health-Related	O
Online	O
Posts	O

ARTU	O
/	O
TU	O
Wien	O
and	O
Artificial	O
Researcher@	O
LongSumm	B-RESEARCH_PROBLEM
20	E-RESEARCH_PROBLEM

Information	B-RESEARCH_PROBLEM
Extraction	E-RESEARCH_PROBLEM
for	O
Social	O
Media	O

Aggression	B-RESEARCH_PROBLEM
Detection	E-RESEARCH_PROBLEM
on	O
Social	O
Media	O
Text	O
Using	O
Deep	O
Neural	O
Networks	O

Beam	O
Search	O
Strategies	O
for	O
Neural	B-RESEARCH_PROBLEM
Machine	I-RESEARCH_PROBLEM
Translation	E-RESEARCH_PROBLEM

Deep	O
Kernel	O
Survival	B-RESEARCH_PROBLEM
Analysis	E-RESEARCH_PROBLEM
and	O
Subject-Specific	O
Survival	O
Time	O
Prediction	B-RESEARCH_PROBLEM
Intervals	E-RESEARCH_PROBLEM

Cross-position	O
Activity	B-RESEARCH_PROBLEM
Recognition	E-RESEARCH_PROBLEM
with	O
Stratified	O
Transfer	B-RESEARCH_PROBLEM
Learning	E-RESEARCH_PROBLEM

A	O
Multilingual	O
Approach	O
to	O
Question	B-RESEARCH_PROBLEM
Classification	E-RESEARCH_PROBLEM

Linguistic	O
Analysis	O
Improves	O
Neural	B-RESEARCH_PROBLEM
Metaphor	I-RESEARCH_PROBLEM
Detection	E-RESEARCH_PROBLEM

AMR	S-RESEARCH_PROBLEM
Beyond	O
the	O
Sentence:	O
the	O
Multi-sentence	O
AMR	O
corpus	O

A	O
Novel	O
Classifier	O
on	O
Quantum	B-RESEARCH_PROBLEM
Computation	E-RESEARCH_PROBLEM

BLCU\_NLP	O
at	O
SemEval-2019	B-RESEARCH_PROBLEM
Task	I-RESEARCH_PROBLEM
8:	E-RESEARCH_PROBLEM
A	O
Contextual	O
Knowledge-enhanced	O
GPT	O
Model	O
for	O
Fact	B-RESEARCH_PROBLEM
Checking	E-RESEARCH_PROBLEM

Adaptive	O
Deep	O
Learning	O
for	O
Entity	B-RESEARCH_PROBLEM
Resolution	E-RESEARCH_PROBLEM
by	O
Risk	O
Analysis	O

A	O
Minimalist	O
Approach	O
to	O
Shallow	B-RESEARCH_PROBLEM
Discourse	I-RESEARCH_PROBLEM
Parsing	E-RESEARCH_PROBLEM
and	O
Implicit	B-RESEARCH_PROBLEM
Relation	I-RESEARCH_PROBLEM
Recognition	E-RESEARCH_PROBLEM

Reinforcement	O
Learning	O
Based	O
Graph-to-Sequence	S-RESEARCH_PROBLEM
Model	O
for	O
Natural	O
Question	B-RESEARCH_PROBLEM
Generation	E-RESEARCH_PROBLEM

Making	O
Neural	B-RESEARCH_PROBLEM
QA	E-RESEARCH_PROBLEM
as	O
Simple	O
as	O
Possible	O
but	O
not	O
Simpler	O

Context-specific	O
Language	O
Modeling	O
for	O
Human	B-RESEARCH_PROBLEM
Trafficking	I-RESEARCH_PROBLEM
Detection	E-RESEARCH_PROBLEM
from	O
Online	O
Advertisements	O

Answer-guided	O
and	O
Semantic	O
Coherent	O
Question	O
Generation	O
in	O
Open-domain	B-RESEARCH_PROBLEM
Conversation	E-RESEARCH_PROBLEM

Multi-objective	O
Feature	B-RESEARCH_PROBLEM
Selection	E-RESEARCH_PROBLEM
with	O
Missing	O
Data	O
in	O
Classification	S-RESEARCH_PROBLEM

Augmenting	O
Monte	O
Carlo	O
Dropout	O
Classification	S-RESEARCH_PROBLEM
Models	O
with	O
Unsupervised	O
Learning	O
Tasks	O
for	O
Detecting	O
and	O
Diagnosing	O
Out-of-Distribution	O
Faults	O

Linguistic	O
Benchmarks	O
of	O
Online	B-RESEARCH_PROBLEM
News	I-RESEARCH_PROBLEM
Article	I-RESEARCH_PROBLEM
Quality	E-RESEARCH_PROBLEM

Coherence-based	O
Label	O
Propagation	O
over	O
Time	B-RESEARCH_PROBLEM
Series	E-RESEARCH_PROBLEM
for	O
Accelerated	O
Active	B-RESEARCH_PROBLEM
Learning	E-RESEARCH_PROBLEM

Optimizing	O
JPEG	O
Quantization	S-RESEARCH_PROBLEM
for	O
Classification	S-RESEARCH_PROBLEM
Networks	O

Simple	B-RESEARCH_PROBLEM
Unsupervised	I-RESEARCH_PROBLEM
Summarization	E-RESEARCH_PROBLEM
by	O
Contextual	O
Matching	O

HITS-SBD	O
at	O
the	B-RESEARCH_PROBLEM
FinSBD	I-RESEARCH_PROBLEM
Task:	E-RESEARCH_PROBLEM
Machine	O
Learning	O
vs.	O
Rule-based	O
Sentence	O
Boundary	O
Detection	O

OpenNMT:	O
Open-Source	O
Toolkit	O
for	O
Neural	B-RESEARCH_PROBLEM
Machine	I-RESEARCH_PROBLEM
Translation	E-RESEARCH_PROBLEM

Modeling	B-RESEARCH_PROBLEM
Trolling	E-RESEARCH_PROBLEM
in	O
Social	O
Media	O
Conversations	O

ChatEval:	O
A	O
Tool	O
for	O
Chatbot	B-RESEARCH_PROBLEM
Evaluation	E-RESEARCH_PROBLEM

A	O
Deep	O
Learning	O
Approach	O
to	O
Unsupervised	O
Ensemble	B-RESEARCH_PROBLEM
Learning	E-RESEARCH_PROBLEM

Location	B-RESEARCH_PROBLEM
Name	I-RESEARCH_PROBLEM
Disambiguation	E-RESEARCH_PROBLEM
Exploiting	O
Spatial	O
Proximity	O
and	O
Temporal	O
Consistency	O

Unifying	O
Text,	O
Metadata,	O
and	O
User	O
Network	O
Representations	O
with	O
a	O
Neural	O
Network	O
for	O
Geolocation	B-RESEARCH_PROBLEM
Prediction	E-RESEARCH_PROBLEM

Large-Scale	O
Transfer	O
Learning	O
for	O
Natural	B-RESEARCH_PROBLEM
Language	I-RESEARCH_PROBLEM
Generation	E-RESEARCH_PROBLEM

Noise	O
Reduction	O
Methods	O
for	O
Distantly	B-RESEARCH_PROBLEM
Supervised	I-RESEARCH_PROBLEM
Biomedical	I-RESEARCH_PROBLEM
Relation	I-RESEARCH_PROBLEM
Extraction	E-RESEARCH_PROBLEM

The	O
Strength	O
of	O
the	O
Weakest	O
Supervision:	O
Topic	B-RESEARCH_PROBLEM
Classification	E-RESEARCH_PROBLEM
Using	O
Class	O
Labels	O

MultiSiam:	O
Self-supervised	O
Multi-instance	O
Siamese	O
Representation	B-RESEARCH_PROBLEM
Learning	E-RESEARCH_PROBLEM
for	O
Autonomous	B-RESEARCH_PROBLEM
Driving	E-RESEARCH_PROBLEM

A	O
Danish	O
FrameNet	O
Lexicon	O
and	O
an	O
Annotated	O
Corpus	O
for	O
Training	B-RESEARCH_PROBLEM
and	I-RESEARCH_PROBLEM
Evaluating	I-RESEARCH_PROBLEM
a	I-RESEARCH_PROBLEM
Semantic	I-RESEARCH_PROBLEM
Frame	I-RESEARCH_PROBLEM
Classifier	E-RESEARCH_PROBLEM

Selective	O
Encoding	O
for	O
Abstractive	B-RESEARCH_PROBLEM
Sentence	I-RESEARCH_PROBLEM
Summarization	E-RESEARCH_PROBLEM

Named	B-RESEARCH_PROBLEM
Entity	I-RESEARCH_PROBLEM
Recognition	E-RESEARCH_PROBLEM
Only	O
from	O
Word	O
Embeddings	O

The	O
Bremen	O
System	O
for	O
the	B-RESEARCH_PROBLEM
GIVE-2.5	I-RESEARCH_PROBLEM
Challenge	E-RESEARCH_PROBLEM

VSoLSCSum:	O
Building	O
a	O
Vietnamese	O
Sentence-Comment	O
Dataset	O
for	O
Social	B-RESEARCH_PROBLEM
Context	I-RESEARCH_PROBLEM
Summarization	E-RESEARCH_PROBLEM

MOCCA:	O
Multi-Layer	O
One-Class	O
ClassificAtion	O
for	O
Anomaly	B-RESEARCH_PROBLEM
Detection	E-RESEARCH_PROBLEM

A	O
General	O
Gaussian	O
Heatmap	O
Labeling	O
for	O
Arbitrary-Oriented	O
Object	B-RESEARCH_PROBLEM
Detection	E-RESEARCH_PROBLEM

A	O
comparison	O
and	O
analysis	O
of	O
models	O
for	O
event	B-RESEARCH_PROBLEM
trigger	I-RESEARCH_PROBLEM
detection	E-RESEARCH_PROBLEM

Unsupervised	O
Data	B-RESEARCH_PROBLEM
Augmentation	E-RESEARCH_PROBLEM
for	O
Less-Resourced	O
Languages	O
with	O
no	O
Standardized	O
Spelling	O

Code-switching	S-RESEARCH_PROBLEM
in	O
Irish	O
tweets:	O
A	O
preliminary	O
analysis	O

Model	B-RESEARCH_PROBLEM
Adaptation	E-RESEARCH_PROBLEM
via	O
Model	O
Interpolation	O
and	O
Boosting	O
for	O
Web	B-RESEARCH_PROBLEM
Search	I-RESEARCH_PROBLEM
Ranking	E-RESEARCH_PROBLEM
.	O

S$^3$ADNet:	O
Sequential	O
Anomaly	B-RESEARCH_PROBLEM
Detection	E-RESEARCH_PROBLEM
with	O
Pessimistic	O
Contrastive	B-RESEARCH_PROBLEM
Learning	E-RESEARCH_PROBLEM

Constructing	O
Verb	B-RESEARCH_PROBLEM
Semantic	I-RESEARCH_PROBLEM
Classes	E-RESEARCH_PROBLEM
For	O
French	O
:	O
Methods	O
And	O
Evaluation	O
.	O

SemEval-2015	B-RESEARCH_PROBLEM
Task	I-RESEARCH_PROBLEM
4:	E-RESEARCH_PROBLEM
TimeLine:	O
Cross-Document	B-RESEARCH_PROBLEM
Event	I-RESEARCH_PROBLEM
Ordering	E-RESEARCH_PROBLEM

Using	O
a	O
Corpus	O
of	O
Sentence	O
Orderings	O
Defined	O
by	O
Many	O
Experts	O
to	O
Evaluate	O
Metrics	O
of	O
Coherence	O
for	O
Text	B-RESEARCH_PROBLEM
Structuring	E-RESEARCH_PROBLEM

DTG-Net:	O
Differentiated	O
Teachers	O
Guided	O
Self-Supervised	O
Video	O
Action	B-RESEARCH_PROBLEM
Recognition	E-RESEARCH_PROBLEM

Detecting	B-RESEARCH_PROBLEM
Subevents	E-RESEARCH_PROBLEM
using	O
Discourse	O
and	O
Narrative	O
Features	O

Towards	O
Joint	O
Intent	B-RESEARCH_PROBLEM
Detection	E-RESEARCH_PROBLEM
and	O
Slot	B-RESEARCH_PROBLEM
Filling	E-RESEARCH_PROBLEM
via	O
Higher-order	O
Attention	O

Alibabas	O
Neural	O
Machine	O
Translation	O
Systems	O
for	O
WMT18	S-RESEARCH_PROBLEM

Softmax	O
Splatting	O
for	O
Video	B-RESEARCH_PROBLEM
Frame	I-RESEARCH_PROBLEM
Interpolation	E-RESEARCH_PROBLEM

Experiments	O
in	O
Cuneiform	B-RESEARCH_PROBLEM
Language	I-RESEARCH_PROBLEM
Identification	E-RESEARCH_PROBLEM

Entity	B-RESEARCH_PROBLEM
resolution	E-RESEARCH_PROBLEM
for	O
noisy	O
ASR	O
transcripts	O

Dependency-driven	O
Relation	B-RESEARCH_PROBLEM
Extraction	E-RESEARCH_PROBLEM
with	O
Attentive	O
Graph	O
Convolutional	O
Networks	O

CLUZH	O
at	O
VarDial	B-RESEARCH_PROBLEM
GDI	I-RESEARCH_PROBLEM
2017:	E-RESEARCH_PROBLEM
Testing	O
a	O
Variety	O
of	O
Machine	O
Learning	O
Tools	O
for	O
the	B-RESEARCH_PROBLEM
Classification	I-RESEARCH_PROBLEM
of	I-RESEARCH_PROBLEM
Swiss	I-RESEARCH_PROBLEM
German	I-RESEARCH_PROBLEM
Dialects	E-RESEARCH_PROBLEM

Multi-period	O
Time	B-RESEARCH_PROBLEM
Series	E-RESEARCH_PROBLEM
Modeling	O
with	O
Sparsity	O
via	O
Bayesian	O
Variational	B-RESEARCH_PROBLEM
Inference	E-RESEARCH_PROBLEM

TransAttUnet:	O
Multi-level	O
Attention-guided	O
U-Net	O
with	O
Transformer	O
for	O
Medical	B-RESEARCH_PROBLEM
Image	I-RESEARCH_PROBLEM
Segmentation	E-RESEARCH_PROBLEM

Challenges	O
and	O
Solutions	O
for	O
Latin	B-RESEARCH_PROBLEM
Named	I-RESEARCH_PROBLEM
Entity	I-RESEARCH_PROBLEM
Recognition	E-RESEARCH_PROBLEM

Classifying	B-RESEARCH_PROBLEM
Idiomatic	I-RESEARCH_PROBLEM
and	I-RESEARCH_PROBLEM
Literal	I-RESEARCH_PROBLEM
Expressions	E-RESEARCH_PROBLEM
Using	O
Vector	O
Space	O
Representations	O

Temporal	B-RESEARCH_PROBLEM
Logic	E-RESEARCH_PROBLEM
Guided	O
Safe	B-RESEARCH_PROBLEM
Reinforcement	I-RESEARCH_PROBLEM
Learning	E-RESEARCH_PROBLEM
Using	O
Control	O
Barrier	O
Functions	O

Generating	O
Situated	O
Assisting	O
Utterances	O
to	O
Facilitate	B-RESEARCH_PROBLEM
Tactile-Map	I-RESEARCH_PROBLEM
Understanding:	E-RESEARCH_PROBLEM
A	O
Prototype	O
System	O

Contrastive	O
Multiview	O
Coding	O
with	O
Electro-optics	O
for	O
SAR	O
Semantic	B-RESEARCH_PROBLEM
Segmentation	E-RESEARCH_PROBLEM

A	O
Video	B-RESEARCH_PROBLEM
Recognition	E-RESEARCH_PROBLEM
Method	O
by	O
using	O
Adaptive	O
Structural	O
Learning	O
of	O
Long	O
Short	O
Term	O
Memory	O
based	O
Deep	O
Belief	O
Network	O

Contrastive	O
Code	O
Representation	B-RESEARCH_PROBLEM
Learning	E-RESEARCH_PROBLEM

Similarity	O
and	O
Farness	O
Based	O
Bidirectional	O
Neural	O
Co-Attention	O
for	O
Amharic	B-RESEARCH_PROBLEM
Natural	I-RESEARCH_PROBLEM
Language	I-RESEARCH_PROBLEM
Inference	E-RESEARCH_PROBLEM

Exploring	O
the	O
Role	O
of	O
Punctuation	O
in	O
Parsing	B-RESEARCH_PROBLEM
Natural	I-RESEARCH_PROBLEM
Text	E-RESEARCH_PROBLEM

Interpreting	O
Undesirable	O
Pixels	O
for	O
Image	B-RESEARCH_PROBLEM
Classification	E-RESEARCH_PROBLEM
on	O
Black-Box	O
Models	O

pair2vec:	O
Compositional	O
Word-Pair	O
Embeddings	O
for	O
Cross-Sentence	B-RESEARCH_PROBLEM
Inference	E-RESEARCH_PROBLEM

Improving	O
Polish	B-RESEARCH_PROBLEM
Mention	I-RESEARCH_PROBLEM
Detection	E-RESEARCH_PROBLEM
with	O
Valency	O
Dictionary	O

Adapting	O
the	O
ISO	O
24617-2	O
Dialogue	O
Act	O
Annotation	O
Scheme	O
for	O
Modelling	B-RESEARCH_PROBLEM
Medical	I-RESEARCH_PROBLEM
Consultations	E-RESEARCH_PROBLEM

The	O
Web	O
as	O
a	O
Baseline:	O
Evaluating	O
the	O
Performance	O
of	O
Unsupervised	O
Web-based	O
Models	O
for	O
a	B-RESEARCH_PROBLEM
Range	I-RESEARCH_PROBLEM
of	I-RESEARCH_PROBLEM
NLP	I-RESEARCH_PROBLEM
Tasks	E-RESEARCH_PROBLEM

Set	O
Augmented	O
Triplet	O
Loss	O
for	O
Video	O
Person	B-RESEARCH_PROBLEM
Re-Identification	E-RESEARCH_PROBLEM

Enhancing	O
the	O
possibilities	O
of	O
corpus-based	O
investigations:	O
Word	B-RESEARCH_PROBLEM
sense	I-RESEARCH_PROBLEM
disambiguation	E-RESEARCH_PROBLEM
on	O
query	O
results	O
of	O
large	O
text	O
corpora	O

Building	O
a	O
Bagpipe	O
with	O
a	O
Bag	O
and	O
a	O
Pipe:	O
Exploring	O
Conceptual	O
Combination	O
in	O
Vision	S-RESEARCH_PROBLEM

Clock-Modeled	O
Ternary	O
Spatial	O
Relations	O
for	O
Visual	B-RESEARCH_PROBLEM
Scene	I-RESEARCH_PROBLEM
Analysis	E-RESEARCH_PROBLEM

Multilingual	O
and	O
Interlingual	O
Semantic	O
Representations	O
for	O
Natural	B-RESEARCH_PROBLEM
Language	I-RESEARCH_PROBLEM
Processing:	E-RESEARCH_PROBLEM
A	O
Brief	O
Introduction	O

LCFRS	O
binarization	O
and	O
debinarization	O
for	O
directional	B-RESEARCH_PROBLEM
parsing	E-RESEARCH_PROBLEM

Lightly	B-RESEARCH_PROBLEM
Supervised	I-RESEARCH_PROBLEM
Learning	E-RESEARCH_PROBLEM
of	O
Procedural	O
Dialog	O
Systems	O

Using	O
PPM	O
for	O
Health	B-RESEARCH_PROBLEM
Related	I-RESEARCH_PROBLEM
Text	I-RESEARCH_PROBLEM
Detection	E-RESEARCH_PROBLEM

Cross-domain	B-RESEARCH_PROBLEM
Text	I-RESEARCH_PROBLEM
Classification	E-RESEARCH_PROBLEM
with	O
Multiple	O
Domains	O
and	O
Disparate	O
Label	O
Sets	O

Enhancing	O
the	O
HL-SOT	O
Approach	O
to	O
Sentiment	B-RESEARCH_PROBLEM
Analysis	E-RESEARCH_PROBLEM
via	O
a	O
Localized	O
Feature	O
Selection	O
Framework	O

An	O
Agreement	O
Measure	O
for	O
Determining	B-RESEARCH_PROBLEM
Inter-Annotator	I-RESEARCH_PROBLEM
Reliability	E-RESEARCH_PROBLEM
of	O
Human	O
Judgements	O
on	O
Affective	O
Text	O

Pronunciation	O
Modeling	O
in	O
Spelling	B-RESEARCH_PROBLEM
Correction	E-RESEARCH_PROBLEM
for	O
Writers	O
of	O
English	O
as	O
a	O
Foreign	O
Language	O

GAN	O
Based	O
Medical	B-RESEARCH_PROBLEM
Image	I-RESEARCH_PROBLEM
Registration	E-RESEARCH_PROBLEM

Partially	O
modelling	O
word	O
reordering	O
as	O
a	B-RESEARCH_PROBLEM
sequence	I-RESEARCH_PROBLEM
labelling	I-RESEARCH_PROBLEM
problem	E-RESEARCH_PROBLEM

Putting	O
Sarcasm	O
Detection	O
into	O
Context:	O
The	O
Effects	O
of	O
Class	O
Imbalance	O
and	O
Manual	O
Labelling	O
on	O
Supervised	B-RESEARCH_PROBLEM
Machine	I-RESEARCH_PROBLEM
Classification	E-RESEARCH_PROBLEM
of	O
Twitter	O
Conversations	O

Finding	O
the	O
Storyteller:	O
Automatic	B-RESEARCH_PROBLEM
Spoiler	I-RESEARCH_PROBLEM
Tagging	E-RESEARCH_PROBLEM
using	O
Linguistic	O
Cues	O

Learning-to-Identify	O
the	O
Best	O
Contexts	O
for	O
Knowledge-based	B-RESEARCH_PROBLEM
WSD	E-RESEARCH_PROBLEM

Resolving	B-RESEARCH_PROBLEM
Event	I-RESEARCH_PROBLEM
Coreference	E-RESEARCH_PROBLEM
with	O
Supervised	O
Representation	O
Learning	O
and	O
Clustering-Oriented	O
Regularization	O

The	O
Titans	O
at	O
SemEval-2019	B-RESEARCH_PROBLEM
Task	I-RESEARCH_PROBLEM
6:	E-RESEARCH_PROBLEM
Offensive	B-RESEARCH_PROBLEM
Language	I-RESEARCH_PROBLEM
Identification	I-RESEARCH_PROBLEM
Categorization	I-RESEARCH_PROBLEM
and	I-RESEARCH_PROBLEM
Target	I-RESEARCH_PROBLEM
Identification	E-RESEARCH_PROBLEM

Automatic	B-RESEARCH_PROBLEM
pronunciation	I-RESEARCH_PROBLEM
assessment	E-RESEARCH_PROBLEM
for	O
language	O
learners	O
with	O
acoustic-phonetic	O
features	O

Authorship	O
Attribution	O
for	O
Neural	B-RESEARCH_PROBLEM
Text	I-RESEARCH_PROBLEM
Generation	E-RESEARCH_PROBLEM

A	O
folksonomy-based	O
approach	O
for	O
profiling	B-RESEARCH_PROBLEM
human	I-RESEARCH_PROBLEM
perception	E-RESEARCH_PROBLEM
on	O
word	O
similarity	O

A	O
Comparison	O
of	O
Context-sensitive	O
Models	O
for	O
Lexical	B-RESEARCH_PROBLEM
Substitution	E-RESEARCH_PROBLEM

Evaluating	O
a	O
Topic	O
Modelling	O
Approach	O
to	O
Measuring	B-RESEARCH_PROBLEM
Corpus	I-RESEARCH_PROBLEM
Similarity	E-RESEARCH_PROBLEM

Cutting	O
-	O
off	O
Redundant	O
Repeating	O
Generations	O
for	O
Neural	B-RESEARCH_PROBLEM
Abstractive	I-RESEARCH_PROBLEM
Summarization	E-RESEARCH_PROBLEM

Study	O
of	O
Practical	O
Effectiveness	O
for	O
Machine	B-RESEARCH_PROBLEM
Translation	E-RESEARCH_PROBLEM
Using	O
Recursive	O
Chain-link-type	O
Learning	O

A	O
Novel	O
Word	B-RESEARCH_PROBLEM
Sense	I-RESEARCH_PROBLEM
Disambiguation	E-RESEARCH_PROBLEM
Approach	O
Using	O
WordNet	O
